"sampleid","x","y","month","year"
"MN 7-2011",-93.369827,45.23969,5,2012
"GA 25-2010",-81.907761,32.10039,6,2010
"ND 06-2012",-98.416801,46.88346,7,2012
"TX 16-2011",-98.878601,29.10097,11,2011
"FL 18-2011",-81.828918,30.30335,2,2012
"LA 04-2011",-91.085274,30.75138,7,2011
"UT 04-2013",-111.9656,41.70214,9,2013
"MI 17-2010",-84.769768,43.91748,9,2010
"MT 04-2013",-112.19556,47.80043,5,2013
"WV 15-2012",-79.501709,38.96965,9,2012
"TN 13-2011",-85.655121,36.17207,3,2012
"HI 08-2010",-155.03999,19.638,4,2011
"NY 22-2011",-98.905273,46.84833,10,2011
"IL 19-2013",-88.85068,37.78216,9,2013
"CA 41-2010",-121.34797,39.00963,5,2011
"VA 18-2013",-78.4771,38.5893,10,2013
"AL 21-2010",-86.339478,33.90933,9,2010
"AL 19-2011",-85.600082,34.85002,10,2011
"UT 08-2012",-109.5652,38.58673,10,2012
"SD 25-2011",-3.348542,44.61555,11,2011
"CA 47-2011",-121.90591,38.43748,2,2012
"OH 06-2013",-84.500144,41.983603,10,NA
"OH 14-2011",-83.798302,39.31741,6,2012
"CA 04-2010",-119.2787,35.4709,1,2011
"OH 15-2011",-81.026497,40.31747,5,2012
"IN 06-2010",-85.901451,40.13366,6,2010
"NY 22-2012",-73.52919,43.3776,8,2012
"SD 09-2010",-97.95256,44.69309,9,2010
"AL 04-2013",-85.99686,31.77557,4,2014
"TX 21-2010",-96.431908,33.04304,12,2010
"OH 17-2011",-82.028976,41.05322,8,2012
"UT 06-2013",-111.86405,41.75425,9,2013
"GA 14-2011",-82.124489,31.17346,9,2011
"VA 16-2012",-80.461998,37.2243,7,2013
"TX 23-2012",-106.15517,31.47595,6,2013
"FL 04-2010",-85.177231,30.45065,2,2011
"IA 13-2013",-93.7078,41.79834,6,2014
"GA 06-2010",-82.251999,31.7114,6,2010
"TN 04-2010",-83.02153,35.98001,5,2010
"MN 20-2012",-94.749229,44.00753,6,2013
"NJ 10-2013",-74.5696,40.56394,9,2013
"MD 23-2011",-75.824593,38.48547,6,2012
"NM 01-2011",-78.976402,35.73716,10,2011
"NM 08-2011",-79.448822,34.79151,7,2012
"CA 05-2011",-121.8431,39.63973,6,2012
"TX 20-2010",-96.316902,33.0397,12,2010
"WV 07-2011",-88.588989,43.23879,8,2011
"GA 21-2013",-83.3804,30.4938,8,2013
"ND 03-2011",-75.449249,42.88337,7,2011
"MN 10-2011",-93.912376,44.33809,6,2012
"NE 06-2011",-107.3035,32.9447,7,2011
"CA 24-2011",-120.20004,37.13343,1,2012
"MT 13-2013",-111.49934,45.91112,5,2013
"SD 15-2011",-98.228195,43.53042,10,2011
"CA 07-2012",-120.17502,37.14006,1,2013
"PA 13-2013",-80.39053,40.29628,9,2013
"MT 12-2011",-114.06246,47.16311,4,2012
"GA 07-2012",-83.201752,33.8595,10,2012
"SC 05-2011",-79.405113,33.59217,3,2012
"VA 13-2011",-75.523819,37.91755,10,2011
"PA 01-2010",-76.789978,41.028,5,2010
"CA 28-2011",-120.86676,38.05013,1,2012
"IL 22-2011",-87.491287,38.63576,10,2011
"VA 12-2013",-77.96579,37.43353,6,2014
"CA 35-2010",-121.63734,39.09579,3,2011
"SD 19-2011",-97.064545,43.83067,10,2011
"WV 15-2011",-88.696419,44.01343,8,2011
"VA 12-2011",-76.436577,35.07071,10,2011
"NJ 20-2011",-74.138641,40.75315,9,2011
"NY 23-2010",-75.56356,43.9113,7,2010
"FL 05-2010",-85.522247,30.19545,1,2011
"TN 03-2012",-84.483864,35.32756,4,2013
"MT 18-2011",-111.71405,45.95208,6,2012
"PA 05-2013",-77.15021999,40.394499,10,2013
"MT 01-2013",-114.08067,46.3289,5,2013
"NJ 14-2011",-74.801903,40.4834,9,2011
"SD 12-2013",-98.498511143,44.5789381099,6,2014
"AL 18-2012",-86.23217,31.25579,10,2012
"IL 05-2013",-90.12373,41.98081,8,2013
"MT 24-2011",-112.23259,45.58628,6,2012
"TX 13-2012",-98.786713,28.60682,4,2013
"PA 08-2011",-80.20784,41.34399,9,2011
"MD 20-2011",-75.674538,38.38849,6,2012
"GA 16-2013",-82.24045,31.45685,9,2013
"MI 18-2011",-83.134071,43.32434,10,2011
"GA 24-2013",-82.20491,31.52678,9,2013
"FL 14-2013",-82.300058,28.950085,11,2013
"PA 10-2013",-75.220779,39.979524,10,2013
"GA 04-2011",-82.5634,32.15095,8,2011
"GA 16-2011",-82.02137,32.15117,10,2011
"MN 21-2012",-95.606888,46.26541,6,2013
"PA 13-2010",-76.734558,39.84711,8,2010
"IN 24-2012",-85.911453,39.75824,5,2013
"NC 20-2011",-99.578194,41.64265,8,2011
"NE 01-2011",-106.4289,32.1906,7,2011
"SD 19-2013",-101.57366,45.05512,9,2013
"WI 13-2012",-90.728027,43.30217,5,2013
"IA 24-2013",-93.55768,41.48535,6,2014
"IN 10-2011",-94.547157,40.6401,9,2011
"AL 17-2011",-86.166931,34.18344,10,2011
"NJ 18-2013",-74.87239,40.97815,10,2013
"OR 18-2013",-123.0705352,44.6161257,8,2013
"WA 07-2010",-120.604,46.734,4,2011
"WV 21-2011",-89.24617,44.5027,8,2011
"AR 16-2013",-93.06423,34.09581,9,2013
"PA 18-2011",-77.127563,40.25741,10,2011
"OH 25-2011",-83.093239,30.91997,9,2012
"NJ 06-2013",-74.7001430555555,40.0001097222222,9,2013
"MT 19-2011",-114.28526,48.40011,6,2012
"VA 09-2013",-77.87489,37.66586,6,2014
"NV 01-2013",-118.553008,39.537318,10,2014
"NY 02-2010",-75.499779,44.25456,7,2010
"NE 18-2012",-95.5504,40.2916,7,2013
"WV 01-2011",-88.260437,43.12043,8,2011
"PA 21-2013",-76.88895,41.02106,9,2013
"OH 07-2011",-83.798317,39.31737,5,2012
"WV 02-2012",-80.536072,40.34291,10,2012
"OH 20-2011",-81.912689,40.77636,8,2012
"CA 34-2011",-122.14394,39.68891,2,2012
"PA 23-2012",-76.617104,40.03056,6,2013
"NY 01-2010",-76.62973,43.11515,7,2010
"VA 08-2013",-80.462,37.2243,10,2013
"PA 24-2010",-77.285423,40.25684,10,2010
"OH 05-2013",-83.331092,38.435289,8,2013
"TN 16-2013",-88.128788,35.924722,5,2014
"MN 02-2013",-92.498131,44.190131,6,2014
"PA 25-2010",-78.485909,39.94842,10,2010
"GA 11-2013",-83.2334,31.1097,8,2013
"PA 06-2012",-76.568848,40.96593,6,2013
"WA 21-2010",-120.502,46.491,4,2011
"GA 15-2012",-82.284653,31.19666,9,2012
"NE 17-2012",-96.056618,41.3354,7,2013
"MT 23-2011",-112.17382,45.5025,6,2012
"MI 16-2011",-84.531776,43.98348,10,2011
"GA 11-2010",-83.20826,31.62451,8,2010
"SC 04-2013",-79.32687,34.29876,3,2014
"DE 04-2011",-75.415749,38.96572,8,2012
"LA 10-2011",-91.18351,30.28356,8,2011
"LA 20-2011",-93.654549,32.78265,11,2011
"IA 14-2011",-116.65969,48.17411,4,2012
"IA 01-2013",-95.5214,40.975847,6,2014
"NY 11-2013",-75.450953,42.88839,8,2013
"NJ 19-2013",-74.666741,40.683462,10,2013
"SC 10-2012",-82.774696,4.82536,8,2013
"SD 16-2012",-100.1462,45.53284,10,2012
"NC 19-2011",-96.844467,40.73778,8,2011
"WV 11-2012",-80.858711,37.85846,10,2012
"VA 13-2013",-77.279,37.1926,11,2013
"SC 20-2011",-81.039337,33.06635,5,2012
"MD 06-2011",-79.482224,39.30976,8,2011
"IN 18-2011",-93.589668,42.11129,10,2011
"SC 15-2013",-82.39122,34.99049,6,2014
"SC 16-2011",-79.443977,33.88119,3,2012
"SC 16-2012",-81.149902,33.98351,8,2013
"IA 09-2012",-92.76712,42.37355,6,2013
"HI 27-2010",-159.39267,21.95074,11,2010
"SC 17-2013",-81.13268,33.96626,6,2014
"UT 18-2012",-112.37188,39.50617,6,2013
"MA 2-2012",-70.760941,41.88847,8,2012
"SC 19-2011",-81.745827,33.51818,4,2012
"GA 09-2010",-81.887032,31.62882,7,2010
"IN 10-2013",-85.708297,40.666699,8,2013
"CA 48-2010",-121.84387,39.63951,5,2011
"SC 21-2011",-79.180031,33.91602,3,2012
"NH 24-2011",-71.657997,43.695,8,2012
"SC 22-2011",-80.217812,34.14252,9,2011
"TN 18-2010",-84.833458,35.75363,4,2011
"WI 18-2012",-89.164421,42.50203,5,2013
"SC 23-2013",-82.690163,34.37122,8,2014
"PA 12-2011",-75.166382,41.64972,8,2011
"CA 22-2013",-122.566728,39.366732,5,2014
"GA 15-2013",-83.0697,31.053,9,2013
"CA 22-2010",-122.10655,39.69599,3,2011
"SD 01-2012",-98.166428,44.11586,8,2012
"MI 01-2012",-85.458321,42.69994,10,2012
"TN 15-2010",-89.248657,35.17841,10,2010
"SD 02-2012",-99.390877,43.28102,8,2012
"SD 03-2010",-99.991608,45.52554,8,2010
"PA 02-2011",-76.765968,40.85184,8,2011
"OH 14-2013",-82.14191,38.562745,10,2014
"AL 04-2010",-85.945648,31.39516,8,2010
"MI 12-2013",-86.225166,42.070067,10,2013
"SD 07-2011",-98.838676,44.40282,9,2011
"OH 11-2011",-81.580017,41.302,9,2012
"HI 14-2011",-155.75513,19.13017,2,2012
"NH 05-2011",-71.614998,43.218,6,2012
"SD 08-2012",-96.92379,43.88831,9,2012
"NJ 23-2012",-74.080002,40.31353,9,2012
"UT 08-2013",-112.0703269,40.7255393,9,2013
"IL 13-2013",-88.6613,39.44964,7,2013
"NY 22-2010",-76.037933,44.20674,8,2010
"MT 23-2013",-110.5551,47.789209,6,2013
"IA 10-2013",-93.47227,41.55899,6,2014
"ID 25-2011",-88.434723,40.19277,6,2012
"OH 18-2012",-80.501656,41.27594,8,2013
"CA 23-2011",-120.32918,37.06586,1,2012
"NJ 10-2011",-74.702301,41.14057,9,2011
"NC 09-2011",-96.932251,40.79195,8,2011
"UT 09-2011",-12.28492,40.62285,8,2011
"LA 09-2011",-91.663742,30.85277,8,2011
"MD 19-2013",-76.42896,39.25789,5,2014
"NE 08-2011",-6.7176528,34.76635,7,2011
"SD 14-2011",-97.890091,43.51022,10,2011
"PA 20-2013",-76.6229,39.81702,6,2014
"SD 14-2013",-98.186963098,43.9637671416,6,2014
"GA 01-2011",-83.183479,31.66684,8,2011
"SD 15-2013",-99.09165998,43.9955050539,7,2011
"UT 13-2012",-111.7629,40.4656,5,2013
"SD 14-2010",-98.382332,43.12914,9,2010
"NM 04-2011",-79.942238,35.25259,10,2011
"SD 05-2013",-100.14094222,43.9087550466,6,2014
"HI 06-2010",-156.31766,20.9313,12,2010
"VA 03-2011",-77.141724,38.24993,10,2011
"TN 18-2011",-87.450851,35.07416,3,2012
"TX 20-2012",-95.434891,29.18225,5,2013
"TN 12-2010",-89.625053,35.34426,5,2010
"MN 24-2013",-94.41483,45.79106,6,2014
"MT 03-2013",-114.08031,46.69389,5,2013
"MI 08-2012",-82.673698,3.41637,11,2012
"DE 02-2011",-75.675468,38.62585,7,2012
"IA 23-2011",-16.712877,48.81533,6,2012
"HI 21-2011",-155.37166,19.68226,12,2011
"MN 17-2012",-94.604622,46.05616,6,2013
"WA 02-2010",-123.82738,48.14314,4,2011
"IN 12-2011",-94.376053,41.3733,9,2011
"CA 32-2013",-120.16155,37.05489,1,2014
"OH 02-2011",-82.832352,40.01864,10,2011
"NY 18-2010",-74.781372,43.01677,8,2010
"WA 17-2010",-122.57426,48.81162,4,2011
"PA 07-2010",-77.708977,40.91609,6,2010
"SD 22-2010",-102.10179,45.03481,10,2010
"SD 22-2011",-97.36615,44.22149,11,2011
"NM 09-2011",-82.505272,35.67777,7,2012
"IA 09-2013",-91.283601,43.250226,10,2013
"SD 23-2011",-100.14621,45.53284,11,2011
"FL 12-2013",-82.907717,29.712645,9,2013
"IA 07-2011",-14.929528,46.43283,10,2011
"GA 07-2010",-83.794716,31.02835,8,2010
"GA 21-2010",-83.336433,31.530183,7,2010
"TX 10-2013",-94.57806,30.04556,10,2013
"GA 17-2010",-83.0093,30.9309,8,2010
"SD 25-2010",-103.165,44.05046,10,2010
"MI 14-2013",-84.98568,42.74142,10,2013
"UT 23-2013",-110.140525,39.014589,6,2014
"NV 21-2013",-115.669163,35.801768,11,2014
"ND 09-2011",-76.607277,42.4974,7,2011
"NV 16-2013",-119.899378,39.50517,10,2014
"GA 06-2011",-84.246773,31.49,8,2011
"TN 02-2011",-86.308022,35.3725,10,2011
"MN 22-2013",-94.6636,46.32685,9,2013
"CO 24-2011",-105.94043,37.42559,6,2012
"AR 23-2012",-93.016876,36.20816,9,2012
"LA 02-2011",-92.296379,32.53555,7,2011
"NJ 09-2013",-74.80235,40.48381,9,2013
"FL 14-2012",-85.257431,30.27352,10,2012
"VA 04-2011",-77.669258,37.72468,10,2011
"OH 23-2011",-82.096733,40.66485,8,2012
"DE 22-2011",-75.537514,39.11625,8,2012
"MI 05-2011",-86.145279,42.77326,8,2011
"CA 38-2011",-121.92004,39.78599,2,2012
"NH 11-2011",-72.361,43.582,7,2012
"CA 40-2010",-122.22965,40.61259,3,2011
"FL 15-2011",-84.964272,30.35655,2,2012
"TN 07-2013",-89.423912,35.26872,8,2013
"IL 25-2011",-87.444992,39.30736,10,2011
"OH 02-2012",-84.210938,39.96982,10,2012
"TN 09-2010",-82.765053,36.58665,9,2010
"AR 09-2012",-91.137207,35.3704,8,2012
"WI 15-2012",-89.789009,43.47952,5,2013
"TX 25-2010",-94.997787,30.69476,3,2011
"TN 10-2010",-82.556381,36.27956,4,2011
"WV 03-2011",-87.849792,42.662,8,2011
"CA 27-2010",-117.32439,33.45082,2,2011
"GA 13-2011",-82.668411,31.99117,10,2011
"IL 18-2011",-85.99968,38.27037,10,2011
"GA 03-2013",-83.4179,31.009,9,2013
"TN 11-2010",-88.665581,36.29298,6,2010
"NM 07-2011",-82.624443,35.75388,7,2012
"TN 12-2013",-84.138966,35.666559,9,2013
"MT 09-2011",-108.63317,45.73549,10,2011
"SD 18-2011",-97.131523,44.99488,10,2011
"WV 16-2011",-89.806129,43.15235,8,2011
"IL 12-2011",-86.570717,39.71447,9,2011
"MN 23-2011",-95.389877,45.32442,5,2012
"IA 03-2013",-95.765247,41.065586,6,2014
"CA 22-2012",-115.53714,32.91072,1,2013
"CA 27-2011",-120.76686,37.6834,1,2012
"TN 15-2011",-88.202721,35.83598,4,2012
"CA 37-2011",-121.9968,38.91538,2,2012
"NH 04-2011",-71.098,43.176,6,2012
"DE 10-2011",-75.529999,38.92871,8,2012
"NM 23-2011",-80.878052,35.98166,7,2012
"TN 12-2011",-84.302177,36.02371,3,2012
"PA 20-2010",-79.777946,40.17029,9,2010
"NJ 21-2013",-74.483489,40.06679,10,2013
"VA 07-2013",-78.5052,38.6288,10,2013
"VA 18-2011",-78.352448,37.50836,4,2012
"OH 20-2013",-81.274629,39.45579,7,2014
"NJ 17-2012",-74.620621,40.67684,9,2012
"WV 25-2011",-90.23468,43.54551,7,2011
"PA 17-2010",-75.226669,40.09276,9,2010
"WA 22-2010",-117.9521,46.1999,9,2010
"OH 16-2011",-83.798302,39.31741,5,2012
"CA 45-2011",-122.58981,39.36919,1,2012
"UT 07-2011",-111.81154,41.77114,7,2011
"MI 04-2011",-85.62722,43.89116,8,2011
"IA 11-2012",-95.4347,40.76802,6,2013
"IA 13-2011",-116.99466,46.43483,4,2012
"IN 12-2010",-86.135643,38.76725,7,2010
"FL 10-2011",-85.246696,30.15277,2,2012
"NH 12-2011",-72.347,43.535,7,2012
"MI 14-2010",-82.658852,43.53637,10,2010
"TN 23-2011",-82.553612,36.27457,3,2012
"PA 14-2011",-75.806023,41.98698,9,2011
"SC 06-2011",-79.268204,33.69221,3,2012
"ID 22-2011",-90.1875,40.45944,6,2012
"HI 24-2012",-155.01527,19.66108,5,2013
"ND 01-2013",-98.083342,48.150238,8,2013
"TN 25-2010",-81.7565,36.43773,9,2010
"NM 06-2011",-82.090828,35.81193,11,2011
"OH 10-2013",-82.174725,38.545607,10,2014
"SD 20-2012",-103.16555,44.05019,8,2012
"SD 23-2012",-103.43501,44.41894,8,2012
"AL 12-2010",-86.039207,33.04105,8,2010
"AL 22-2012",-86.703651,33.43781,9,2012
"OR 05-2013",-121.314221,44.037838,10,2013
"TX 22-2011",-94.137848,31.58061,2,2012
"TX 20-2013",-94.71198,30.0471,5,2014
"WI 08-2013",-89.706545,44.095476,9,2013
"NY 19-2010",-73.421173,43.39608,7,2010
"MT 12-2013",-111.68555,47.71361,5,2013
"ID 12-2011",-88.840271,37.78166,6,2012
"TX 11-2010",-99.185226,28.82385,9,2010
"TX 21-2013",-94.66196,33.18754,5,2014
"WI 06-2013",-89.9889,42.88103,10,2013
"GA 23-2013",-83.1995,31.3195,8,2013
"PA 06-2013",-76.79774,40.67093,9,2013
"HI 16-2010",-156.37801,20.91688,4,2011
"NJ 24-2013",-74.900019,39.783352,10,2013
"SD 20-2013",-102.86208,45.85886,9,2013
"UT 20-2013",-109.56524,38.58666,5,2014
"TX 13-2010",-98.992233,29.04463,9,2010
"PA 23-2010",-80.194069,40.66224,10,2010
"TX 11-2013",-94.42749,30.14604,10,2013
"NJ 13-2011",-74.078308,40.31352,9,2011
"TN 03-2011",-84.050293,35.75501,3,2012
"PA 24-2012",-78.807747,40.99928,10,2012
"ID 20-2011",-89.274384,40.62444,8,2012
"TX 14-2011",-99.064468,28.84151,11,2011
"AR 13-2011",-92.095306,34.74717,8,2011
"AR 17-2011",-90.623306,35.9053,4,2011
"TX 15-2010",-99.10746,29.01439,9,2010
"AL 02-2010",-85.4244,32.651683,8,2010
"FL 02-2010",-85.531532,30.29331,4,2011
"TN 15-2012",-85.030891,36.03194,4,2013
"NY 18-2013",-75.073329,43.06652,8,2013
"GA 21-2011",-81.84726,31.53282,9,2011
"MA 3-2012",-70.566139,41.93283,8,2012
"TX 12-2012",-94.283363,30.30002,3,2013
"TX 12-2010",-98.982635,29.04791,9,2010
"CA 19-2012",-121.90399,38.44493,2,2013
"SC 24-2012",-82.189461,34.51653,7,2013
"MT 11-2011",-114.9997,47.17524,4,2012
"CO 18-2012",-105.94207,37.42487,7,2013
"MI 07-2010",-85.612968,45.01343,8,2010
"UT 06-2011",-111.66981,40.13383,8,2011
"IL 11-2012",-90.154449,38.27324,9,2012
"CA 42-2010",-122.08577,38.99905,5,2011
"AL 01-2011",-85.39444,32.99916,9,2011
"WA 01-2010",-122.32841,47.52165,4,2011
"NV 10-2013",-118.260099,40.140583,10,2014
"TN 20-2013",-83.363659,36.060835,6,2014
"CA 42-2011",-122.2299,40.613,2,2012
"TN 09-2013",-84.836315,35.390989,8,2013
"HI 23-2013",-154.94089,19.518853,8,2014
"IL 1-2012",-89.535278,38.75111,9,2012
"TX 14-2012",-95.250671,29.50808,4,2013
"SD 11-2010",-98.310913,44.3743,9,2010
"AL 18-2010",-86.476929,34.8503,9,2010
"SC 15-2011",-80.733177,32.6875,6,2012
"TX 05-2010",-96.333481,29.26674,8,2010
"TN 20-2010",-86.747383,35.52228,4,2011
"AL 05-2011",-85.579437,32.85416,9,2011
"UT 02-2011",-111.67912,40.11367,8,2011
"NY 13-2012",-73.446785,43.34958,8,2012
"GA 16-2010",-83.352898,31.17191,8,2010
"TN 17-2013",-88.089608,35.79445,9,2013
"PA 07-2012",-78.819237,40.50961,6,2013
"TX 24-2013",-106.20698,31.48645,6,2013
"HI 01-2012",-158.10728,21.5745,9,2012
"HI 04-2010",-156.47,21.908,4,2011
"UT 23-2012",-113.28862,37.24503,6,2013
"MD 23-2013",-76.50835,39.2504,6,2014
"MD 08-2013",-76.69154,39.67525,4,2014
"SD 12-2011",-97.659386,44.88047,10,2011
"VA 20-2012",-78.337898,37.2651,9,2012
"GA 05-2011",-84.650681,30.93472,8,2011
"CA 19-2010",-121.80064,39.56533,3,2011
"ID 08-2011",-88.939163,38.86472,6,2012
"VA 06-2011",-77.438103,37.22593,10,2011
"IN 14-2010",-87.454102,38.87843,7,2010
"MN 19-2013",-93.28502,45.53352,10,2013
"MN 24-2011",-95.608459,46.26571,5,2012
"MI 18-2010",-85.705276,43.74179,8,2010
"CA 21-2010",-121.70826,39.52116,3,2011
"AL 10-2013",-87.85691,34.48435,10,2013
"AR 06-2012",-93.757133,34.05238,11,2012
"NC 01-2011",-96.749123,40.85089,8,2011
"CA 04-2012",-19.229708,36.33848,1,2013
"AL 24-2010",-87.615059,33.1548,9,2010
"NY 23-2011",-98.791656,46.80861,7,2011
"HI 14-2012",-156.97913,21.18772,2,2013
"MA 12-2012",-71.67054,42.32385,10,2012
"OK 24-2012",-97.156693,35.51411,12,2012
"MD 09-2013",-77.4215,39.52653,4,2014
"WV 17-2012",-79.593086,39.14359,9,2012
"SD 11-2011",-98.310913,44.3743,10,2011
"NH 21-2011",-71.550003,43.119,8,2012
"WA 25-2010",-120.502,46.491,4,2011
"AL 16-2011",-86.950027,34.78351,10,2011
"IA 17-2011",-116.9228,47.80271,4,2012
"UT 12-2011",-109.4877,38.53017,9,2011
"UT 08-2011",-111.57537,39.35263,8,2011
"NC 22-2011",-98.144508,41.56001,8,2011
"NY 19-2011",-99.313614,47.37472,8,2011
"UT 13-2013",-111.88086,40.49714,9,2013
"SC 11-2011",-78.796204,34.02834,3,2012
"DE 25-2011",-75.537514,39.11625,8,2012
"SC 13-2012",-82.070427,34.6761,4,2013
"UT 15-2012",-111.85775,40.75985,5,2013
"MA 9-2012",-71.402672,42.08506,10,2012
"NY 05-2010",-78.064903,43.0337,8,2010
"LA 01-2011",-91.826942,32.57194,7,2011
"CA 07-2010",-119.06276,35.7762,1,2011
"MI 02-2012",-83.872902,43.00225,10,2012
"WV 13-2012",-79.346573,38.74188,10,2012
"TX 17-2011",-96.069489,31.45971,12,2011
"CO 01-2011",-104.49387,38.24388,10,2011
"IA 14-2013",-91.68917,41.00167,6,2014
"CO 10-2012",-107.02377,39.73011,9,2013
"IL 07-2013",-89.33859,40.30715,8,2013
"OH 05-2012",-80.532799,41.20152,8,2013
"WI 10-2013",-89.907013,42.734405,8,2013
"LA 23-2011",-92.055351,30.74655,3,2012
"AL 24-2011",-86.033531,33.90021,10,2011
"VA 02-2011",-77.134697,38.79127,10,2011
"LA 21-2011",-90.748367,30.504,11,2011
"PA 03-2011",-77.042458,40.60751,8,2011
"TN 18-2013",-84.864226,35.659722,9,2013
"OK 22-2012",-96.478668,36.26344,6,2013
"DE 21-2011",-75.537514,39.11625,8,2012
"LA 17-2012",-92.127426,32.31448,4,2013
"DE 03-2011",-75.496498,38.87817,8,2012
"NM 02-2011",-74.506561,35.13229,10,2011
"LA 16-2011",-90.666672,29.73342,10,2011
"IL 11-2011",-84.983208,39.00124,9,2011
"MD 20-2013",-76.41743,39.37801,5,2014
"NV 04-2013",-119.094783,39.35294,10,2014
"LA 13-2011",-92.292923,30.13535,9,2011
"VA 11-2012",-75.524696,37.917,5,2013
"WV 23-2011",-90.736267,42.7262,9,2011
"LA 10-2012",-91.438141,31.56301,11,2012
"GA 10-2012",-83.203171,33.08591,10,2012
"UT 14-2011",-111.04791,39.23514,9,2011
"NE 02-2011",-106.081,31.95117,7,2011
"UT 07-2012",-112.04583,41.4017,9,2012
"MT 06-2013",-112.14559,48.74054,5,2013
"IN 24-2011",-91.933449,40.87117,11,2011
"PA 08-2010",-77.85939,40.82186,7,2010
"IN 16-2010",-85.092117,39.12079,8,2010
"OR 15-2013",-122.850433,45.638866,9,2013
"IN 25-2010",-86.365707,38.56681,9,2010
"ND 08-2011",-75.811447,44.0031,7,2011
"SC 21-2012",-81.942772,34.50139,8,2013
"IL 24-2013",-87.708237,39.017048,9,2013
"TX 11-2012",-96.03064,30.29196,3,2013
"GA 24-2011",-82.565193,31.7855,11,2011
"IN 22-2010",-85.913803,39.5274,9,2010
"WI 19-2011",-82.099113,38.93691,10,2011
"AR 09-2011",-90.550072,35.85154,4,2011
"MI 01-2011",-85.49337,43.63433,8,2011
"WV 24-2011",-89.629211,42.65517,9,2011
"IN 18-2013",-87.359309,39.671973,9,2013
"NV 02-2013",-118.529288,39.537318,10,2014
"IA 05-2013",-94.8073,41.85258,6,2014
"IN 17-2011",-93.729729,41.50031,10,2011
"IN 17-2010",-84.983299,39.00126,8,2010
"SC 08-2011",-81.484703,33.41554,4,2012
"PA 11-2010",-76.893898,40.31561,8,2010
"AL 15-2011",-86.51667,34.70013,10,2011
"NV 14-2013",-119.44305,39.292653,10,2014
"ND 16-2011",-77.49189,42.88464,7,2011
"WA 03-2010",-122.09487,48.92653,4,2011
"NE 10-2012",-98.200699,40.2614,6,2013
"HI 20-2011",-159.4575,21.89952,2,2012
"AR 06-2011",-94.202522,35.24253,4,2011
"MT 01-2011",-112.08478,46.64425,8,2011
"PA 22-2011",-78.739471,39.79848,9,2011
"NE 17-2011",-106.61689,36.8835,8,2011
"IN 09-2013",-86.1812176,40.7441145,8,2013
"GA 04-2010",-83.388947,31.1829,8,2010
"IN 08-2013",-86.365123,38.566809,7,2013
"IN 07-2013",-85.2956456,39.2458398,7,2013
"FL 17-2013",-81.400062,28.300195,12,2013
"AL 08-2010",-88.419899,31.41473,9,2010
"UT 18-2011",-112.61353,39.34244,8,2011
"VA 11-2013",-78.60738,38.13455,5,2014
"SC 01-2013",-80.86455,33.10054,3,2014
"AL 14-2010",-88.11396,30.78827,9,2010
"FL 09-2012",-82.200188,27.96667,12,2012
"MI 15-2010",-82.736313,43.63423,10,2010
"IN 04-2010",-86.485489,39.851072,6,2010
"NY 21-2011",-97.639442,46.92388,9,2011
"OH 11-2013",-83.454527,40.283729,8,2014
"TN 16-2010",-86.313164,35.3711,9,2010
"MD 18-2011",-76.885269,39.66398,10,2011
"MI 07-2013",-82.6598,43.53667,10,2013
"IN 01-2011",-93.700119,41.78357,7,2011
"IL 21-2012",-88.86277,39.87722,5,2013
"CA 47-2013",-120.0502,36.533564,1,2014
"OH 24-2011",-82.04689,39.2591,9,2012
"IL 6-2012",-89.94207,39.03848,9,2012
"FL 07-2010",-85.580406,30.23037,4,2011
"MN 2-2011",-95.871193,45.94291,6,2012
"WI 10-2012",-89.807098,43.15389,10,2012
"GA 17-2011",-82.159843,31.47688,8,2011
"TN 08-2011",-86.64006,36.13856,4,2012
"GA 12-2012",-83.300217,31.60015,8,2012
"IN 23-2012",-86.125137,39.50153,5,2013
"CO 05-2012",-107.64048,39.52632,9,2012
"MT 02-2013",-114.08067,46.3289,5,2013
"UT 21-2013",-110.06799,40.27167,6,2014
"MI 17-2013",-83.4584,44.69997,9,2013
"IL 21-2011",-85.387657,40.81419,10,2011
"FL 15-2012",-81.983521,28.5836,1,2013
"NH 19-2011",-71.234001,43.603,7,2012
"IL 22-2012",-89.92305,40.21055,5,2013
"IL 18-2012",-89.779999,40.79416,4,2013
"IA 05-2012",-95.713028,41.03407,6,2013
"NC 01-2012",-34.2267,78.86919,8,2012
"NM 12-2011",-76.253677,36.1187,7,2012
"TN 22-2010",-88.322159,35.20495,11,2010
"FL 13-2012",-82.250168,28.41671,12,2012
"UT 12-2012",-111.91189,40.43584,5,2013
"VA 04-2012",-77.7248,39.2723,6,2013
"FL 18-2010",-82.26442,30.03729,3,2011
"NM 15-2011",-76.483612,36.03472,7,2012
"CA 46-2011",-122.14162,39.70716,6,2012
"IA 15-2011",-16.531025,43.54332,4,2012
"FL 17-2010",-82.773087,28.04467,4,2011
"NJ 07-2013",-74.830327,39.383449,9,2013
"IL 09-2013",-87.826,41.1401,8,2013
"MT 18-2013",-105.74927,46.48623,6,2013
"WI 17-2012",-87.849716,42.66141,5,2013
"IL 04-2013",-87.60851,41.69357,7,2013
"UT 22-2013",-109.48186,40.60261,5,2014
"MN 03-2013",-93.757778,46.545278,9,2013
"TN 19-2010",-85.031013,36.03215,8,2010
"NJ 20-2013",-75.150246,39.433517,9,2013
