"sampleid","y","x","sunflower","month","year","nosema","mites","state","totalarea","average_mintemp","average_precip","month8","month9","colonysize","sf_2mile_percent","sf_2mile_acres"
"IA 12-2012",41.96659,-92.318703,0,6,2013,0.25,0.45555556,"IA",32540400,15.487278,119.51272,0,0,NA,0,0
"AR 09-2013",34.50378,-93.17498,0,7,2013,0,6.05489260143198,"AR",32520600,19.87,130.9,0,0,NA,0,0
"ND 06-2013",46.70445,-101.00555,17100,7,2013,0,14.9253731343284,"ND",32519700,13.44,31.2,0,0,NA,0.000525835109179974,4.22549828756122
"MD 02-2013",38.99459,-77.02149,0,9,2013,0,1.24722502522704,"MD",30611700,13.82,50.73,0,1,NA,0,0
"IN 02-2013",41.45822,-85.966008,0,7,2013,0,1.48659305993691,"IN",27357300,16.85,62.79,0,0,NA,0,0
"AR 05-2013",34.42409,-93.23299,0,8,2013,0,4.33107049608355,"AR",32530500,20.31,153,1,0,NA,0,0
"UT 24-2012",37.28725,-109.56663,0,6,2013,0,1.180593,"UT",32539500,14,0,0,0,NA,0,0
"VA 20-2013",36.8916,-76.1769,0,10,2013,0.1,9.6624843161857,"VA",32535900,13.64,123.85,0,0,NA,0,0
"CA 07-2013",33.31877,-117.01756,0,11,2013,1.05,0.300524170064065,"CA",32541300,9.58,15.72,0,0,NA,0,0
"NJ 11-2013",40.55841,-74.7223,0,9,2013,0,7.06237148732008,"NJ",32545800,10.93,62.23,0,1,NA,0,0
"OK 11-2012",35.93092,-95.672173,0,6,2013,0.15000001,4.3923831,"OK",32538600,19,75,0,0,NA,0,0
"IL 16-2013",39.92396,-89.824289,0,8,2013,0,4.30327868852459,"IL",32532300,16.69,75.6,1,0,NA,0,0
"UT 03-2013",41.74411,-112.00167,0,9,2013,0,7.37444933920705,"UT",32538600,9.82,46.74,0,1,NA,0,0
"NJ 14-2013",39.91692,-74.91473,0,8,2013,0,9.6714944042133,"NJ",32535000,18.33,184,1,0,NA,0,0
"TN 13-2013",35.980719,-86.856958,0,8,2013,0.05,3.01344743276284,"TN",32529600,18.81,195.07,1,0,NA,0,0
"AR 01-2013",36.31834,-92.08904,0,8,2013,0,1.7265037593985,"AR",32538600,18.81,105.34,1,0,NA,0,0
"MN 1-2012",44.93796,-94.478798,0,5,2013,2.8,0,"MN",32536800,7,108.44905,0,0,NA,0,0
"MI 02-2013",42.77476,-85.01627,0,10,2013,0,2.83809523809524,"MI",32518800,5.24,98.86,0,0,NA,0,0
"PA 11-2013",40.588645,-75.781068,0,9,2013,0,5.12046444121916,"PA",32530500,9.95,49.33,0,1,NA,0,0
"UT 18-2013",39.25731,-112.65271,0,9,2013,1.1,3.05590062111801,"UT",32536800,10.21,43.21,0,1,NA,0,0
"IL 18-2013",38.671195,-89.790346,0,8,2013,0.45,2.11405985319029,"IL",32536800,18.27,99.8,1,0,NA,0,0
"IN 14-2013",39.30617,-87.443893,0,8,2013,0,2.43273542600897,"IN",32522400,17.32,18.11,1,0,NA,0,0
"IN 20-2013",39.475296,-86.547928,0,9,2013,0,17.0014727540501,"IN",32528700,13.54,97.77,0,1,NA,0,0
"TX 02-2013",30.49419,-96.33642,0,10,2013,0.05,3.15328467153285,"TX",32528700,15.3,199.5,0,0,NA,0,0
"GA 10-2013",32.03696,-82.4121,0,8,2013,0,0.250212765957447,"GA",32539500,21.78,250.67,1,0,NA,0,0
"MI 16-2013",43.64672,-83.08374,0,10,2013,0.5,1.34387351778656,"MI",31312800,4.14,70.98,0,0,NA,0,0
"CA 28-2012",39.79748,-122.13748,0,3,2013,0,0,"CA",32262300,2,8.1918926,0,0,NA,0,0
"CO 15-2012",37.37131,-105.90155,0,7,2013,0.15000001,3.5807421,"CO",32519700,4,1.4781146,0,0,NA,0,0
"OR 04-2013",45.822684,-119.560071,0,9,2013,0,0.0824388149420352,"OR",32536800,12.17,52.12,0,1,NA,0,0
"CO 21-2012",37.48475,-105.82048,0,7,2013,0.40000001,5.4554458,"CO",32519700,4,3,0,0,NA,0,0
"AR 15-2013",34.03226,-94.38273,0,8,2013,0,0.924101969872538,"AR",32537700,20.6,150.29,1,0,NA,0,0
"TN 06-2012",36.61432,-85.112228,0,5,2013,0,1.0977578,"TN",31951800,11,112.45244,0,0,NA,0,0
"LA 18-2012",30.38126,-90.899315,0,5,2013,0.2,1.6140351,"LA",32537700,12,187.4691,0,0,NA,0,0
"TX 04-2013",33.48488,-95.29731,0,10,2013,0.2,8.72709677419355,"TX",32533200,12.11,135.01,0,0,NA,0,0
"NJ 03-2013",40.31357,-74.08014,0,9,2013,0,0.732336956521739,"NJ",32537700,13.58,47.19,0,1,NA,0,0
"CA 05-2013",33.163558,-117.06758,0,11,2013,1.55,2.24850786760716,"CA",32524200,9.59,16.8,0,0,NA,0,0
"OR 03-2013",42.409374,-123.132623,0,9,2013,0,20.3526682134571,"OR",32525100,10.31,66.07,0,1,NA,0,0
"TX 03-2013",28.7712909,-97.0068393,0,9,2013,0,0.54275092936803,"TX",32390100,22.86,110.05,0,1,NA,0,0
"TX 06-2013",30.9599,-97.26833,0,10,2013,0.05,1.64221824686941,"TX",32541300,14.04,223.82,0,0,NA,0,0
"TN 04-2012",35.21133,-89.936394,0,4,2013,0,4.4862204,"TN",32535900,9,184,0,0,NA,0,0
"GA 07-2013",31.68489,-82.50017,0,9,2013,0.1,0.200990799716914,"GA",32535900,19.77,49.97,0,1,NA,0,0
"CO 02-2012",37.4696,-105.77973,0,7,2013,0.050000001,2.0699637,"CO",32535900,4.4690676,3,0,0,NA,0,0
"GA 14-2013",31.8055,-82.6414,0,9,2013,0,0.0922693266832918,"GA",32369400,19.56,63.3,0,1,NA,0,0
"UT 15-2013",40.53611,-111.90673,0,9,2013,0.1,3.63914373088685,"UT",32529600,13.66,49.66,0,1,NA,0,0
"ND 09-2013",48.016718,-98.050238,19800,8,2013,1.9,0.343478260869565,"ND",32542200,10.16,25.72,1,0,NA,0.000608440732341391,4.89268222770247
"MN 09-2013",44.025708,-92.410197,0,10,2013,0.1,33.7333333333333,"MN",31017600,3,85.27,0,0,NA,0,0
"IL 11-2013",40.952,-88.1581,0,8,2013,0,9.03152364273205,"IL",32540400,14.72,28.81,1,0,NA,0,0
"AR 04-2013",35.0394,-91.52544,0,7,2013,0,0.507880910683012,"AR",32526900,20.58,40.93,0,0,NA,0,0
"AL 21-2013",34.67637,-86.81825,0,9,2013,0.05,3.740625,"AL",32538600,16.96,106.31,0,1,NA,0,0
"IA 17-2012",41.43835,-93.511017,0,6,2013,0.050000001,1.7325,"IA",32535000,16,96.697945,0,0,NA,0,0
"PA 12-2013",40.342586,-75.236655,0,9,2013,0.05,11.4833836858006,"PA",32536800,10.07,50.81,0,1,NA,0,0
"IN 13-2013",38.630109,-85.443757,0,8,2013,0,1.3323720259553,"IN",31767300,14.93,36.1,1,0,NA,0,0
"TN 17-2012",35.79445,-88.089607,0,4,2013,0,4.7753778,"TN",32527800,0,135.62617,0,0,NA,0,0
"WI 17-2013",43.7844397,-88.7878678,0,8,2013,0.05,9.75122910521141,"WI",32527800,13.92,37.65,1,0,NA,0,0
"OR 02-2013",45.164205,-122.453641,0,9,2013,0,1.70512249443207,"OR",32538600,12.6,177.19,0,1,NA,0,0
"WI 02-2013",42.96031,-88.16153,0,9,2013,0,6.0496,"WI",32532300,10.8,58.96,0,1,NA,0,0
"IL 20-2012",39.87722,-88.955833,0,5,2013,0,2.1814926,"IL",29525400,6,94.907394,0,0,NA,0,0
"PA 07-2013",40.6044879817,-75.8740282,0,9,2013,0,3.77664974619289,"PA",32535900,10.59,45.34,0,1,NA,0,0
"AR 11-2013",35.98919,-94.3348,0,8,2013,0,2.91006787330317,"AR",32524200,18.75,103.82,1,0,NA,0,0
"IN 22-2013",38.7747953,-86.1376314,0,9,2013,0.05,7.83352601156069,"IN",32530500,12.38,76.97,0,1,NA,0,0
"NC 13-2013",35.499793,-77.899056,0,9,2013,0,0.96,"NC",32528700,15.72,106.11,0,1,NA,0,0
"IA 20-2012",41.82618,-91.833443,0,6,2013,0.2,0.10325048,"IA",32537700,15,147.95731,0,0,NA,0,0
"IL 23-2012",1.88081,-88.557404,0,5,2013,1.95,0.34246576,"IL",32527800,11,167.0713,0,0,NA,0,0
"WI 12-2013",42.85769,-88.41086,0,8,2013,0,15.9950186799502,"WI",32533200,14.23,88.35,1,0,NA,0,0
"SD 02-2013",44.89317,-99.06302,21600,9,2013,0,0.867602196461257,"SD",32538600,11.44,38.85,0,1,NA,0.000663826962438458,5.33747152112996
"MN 23-2012",45.30962,-94.668381,0,6,2013,0.69999999,0,"MN",32541300,6,95.399368,0,0,NA,0,0
"IL 02-2013",42.34385,-88.84646,0,7,2013,0.25,0.18391959798995,"IL",32527800,16.15,50.42,0,0,NA,0,0
"OR 17-2013",45.3777508,-122.73359,0,8,2013,0,5.01475409836066,"OR",32541300,14.23,18.94,1,0,NA,0,0
"WI 15-2013",42.70049,-89.10715,0,9,2013,0.45,0.528301886792453,"WI",32539500,11.1,50.78,0,1,NA,0,0
"NY 23-2013",43.000567,-78.437086,0,8,2013,0.75,3.33654729109275,"NY",32525100,14.44,104.68,1,0,NA,0,0
"GA 05-2013",32.1892,-83.86186,0,9,2013,0,3.04162219850587,"GA",32532300,19.61,56.13,0,1,NA,0,0
"ND 04-2013",47.500211,-97.800244,0,7,2013,2.8,1.94459833795014,"ND",32530500,13.71,28.94,0,0,NA,0,0
"CO 23-2012",37.4151,-106.01139,0,7,2013,0,1.9396051,"CO",32547600,4,2,0,0,NA,0,0
"IN 22-2012",38.84332,-86.225945,0,5,2013,0.30000001,0,"IN",30632400,11.911865,80.802361,0,0,NA,0,0
"AL 14-2013",32.38782,-86.23316,0,9,2013,0,5.55530216647662,"AL",32545800,19.4,51.16,0,1,NA,0,0
"WI 01-2013",42.51412,-89.033257,0,9,2013,0.2,12.4235668789809,"WI",28212300,11.27,41.72,0,1,NA,0,0
"UT 19-2012",39.25731,-112.65271,0,6,2013,0,0.83752549,"UT",32535900,10,0,0,0,NA,0,0
"IN 03-2013",40.75294,-85.76806,0,7,2013,0.05,0.177182919056724,"IN",32538600,16.68,92.65,0,0,NA,0,0
"TX 09-2013",33.5403738,-101.6746823,0,9,2013,0.05,9.97056483691329,"TX",32544900,16.7,12.25,0,1,NA,0,0
"NJ 15-2013",39.72949,-75.09689,0,8,2013,0.1,10.307467057101,"NJ",32541300,18.71,176.2,1,0,NA,0,0
"TX 05-2013",29.8503094,-94.8919067,0,10,2013,0.1,0.768292682926829,"TX",32534100,16.61,158.98,0,0,NA,0,0
"OR 01-2013",44.224352,-123.190216,0,8,2013,0,15.4177631578947,"OR",32541300,12.44,8.08,1,0,NA,0,0
"IN 01-2013",39.865898,-86.426526,0,6,2013,0.25,1.23743842364532,"IN",32546700,16.32,133.55,0,0,NA,0,0
"OK 14-2012",34.00114,-95.2584,0,4,2013,0.1,0.11426492,"OK",32527800,8,79.873001,0,0,NA,0,0
"MI 13-2013",42.097872,-86.356659,0,10,2013,3.65,2.96079545454545,"MI",32533200,6.08,131.52,0,0,NA,0,0
"MI 05-2013",43.51673,-82.67385,0,10,2013,0.05,12.9484732824427,"MI",32535000,4.83,64.13,0,0,NA,0,0
"OK 12-2012",35.5752,-98.113197,0,5,2013,1.05,7.1322436,"OK",32537700,4,139.92636,0,0,NA,0,0
"ND 17-2013",48.70441,-101.29355,70200,8,2013,0.8,0.320469798657718,"ND",32528700,12.27,56.25,1,0,NA,0.00215809423678167,17.3467824436724
"CA 03-2013",38.600016,-121.300258,0,11,2013,0,10.99,"CA",32544000,5.62,26.81,0,0,NA,0,0
"NY 02-2013",43.23426,-76.662697,0,7,2013,0.5,1.17552742616034,"NY",32526900,17.6,108.69,0,0,NA,0,0
"AR 12-2013",36.10287,-90.34586,0,7,2013,0,3.11065573770492,"AR",32533200,19.6,96.2,0,0,NA,0,0
"NJ 04-2013",39.66193,-74.82928,0,8,2013,1.5,1.62277580071174,"NJ",32532300,17.05,137.98,1,0,NA,0,0
"NJ 02-2013",39.63154,-75.24977,0,8,2013,0.45,0,"NJ",32542200,18.11,147.32,1,0,NA,0,0
"ND 07-2013",48.31374,-102.67737,963900,8,2013,0.75,0,"ND",32531400,12.83,51.53,1,0,NA,0.0296298345598406,238.184666630425
"OR 13-2013",45.5784119,-121.631411,0,9,2013,0,0.312968515742129,"OR",32527800,10.06,124.56,0,1,NA,0,0
"UT 21-2012",39.3856,-112.60658,0,6,2013,0.1,0,"UT",27219600,10,0,0,0,NA,0,0
"MD 17-2012",39.21899,-76.717728,0,5,2013,0.050000001,0.86705202,"MD",32537700,12,92,0,0,NA,0,0
"OR 09-2013",44.640598,-123.5572191,0,8,2013,0,17.2922044398554,"OR",32536800,11.44,16.75,1,0,NA,0,0
"MD 15-2012",38.36908,-76.634903,0,4,2013,1.5,3.0648246,"MD",32542200,6,103.49306,0,0,NA,0,0
"GA 18-2013",32.23385,-83.81083,1800,9,2013,0.1,0.75054704595186,"GA",32539500,19.26,56.9,0,1,NA,5.5317383487761e-05,0.444789293427497
"UT 17-2012",40.11955,-111.60907,0,6,2013,0,0,"UT",32526000,7,30.513657,0,0,NA,0,0
"MI 24-2013",41.9784,-86.31859,0,10,2013,0.7,5.23900960080849,"MI",32539500,5.5,133.44,0,0,NA,0,0
"SD 04-2013",43.95125,-99.17214,2408400,10,2013,0,12.6353836398224,"SD",32528700,2.3,117.16,0,0,NA,0.0740392330465097,595.128074605991
"MD 19-2012",39.15651,-76.856087,0,6,2013,0.2,0.24685714,"MD",32536800,11,109.06853,0,0,NA,0,0
"AR 24-2013",34.30891,-91.95829,0,9,2013,0,0.681524083393242,"AR",32527800,18.43,96.58,0,1,NA,0,0
"CA 27-2012",39.62484,-121.83425,0,3,2013,7.9499998,0,"CA",32536800,5,40,0,0,NA,0,0
"CA 25-2012",33.29065,-116.9826,0,11,2013,0,2.2556391,"CA",32534100,12.257269,12,0,0,NA,0,0
"NY 06-2013",43.199487,-76.8457419,0,7,2013,0.05,5.2639211136891,"NY",32539500,17.59,109.07,0,0,NA,0,0
"MN 5-2012",43.91798,-92.575089,0,5,2013,0.15000001,3.1822972,"MN",32540400,7,263.44458,0,0,NA,0,0
"GA 17-2013",32.40414,-81.95409,0,9,2013,0,1.47727272727273,"GA",30806100,19.03,51.79,0,1,NA,0,0
"ND 05-2013",47.576294,-98.591569,7200,8,2013,1.75,2.36601307189542,"ND",32532300,11.93,28.39,1,0,NA,0.000221318504993499,1.77915717370999
"TX 14-2013",34.0519868,-98.99599788,0,9,2013,0,1.5524625267666,"TX",32541300,19.27,56.85,0,1,NA,0,0
"CA 03-2012",39.62484,-121.83425,16200,3,2013,3,0,"CA",32532300,5,40,0,0,NA,0.000497966636235372,4.00310364084747
"GA 13-2013",32.3213,-81.95068,0,9,2013,0,0,"GA",32532300,19.25,53.14,0,1,NA,0,0
"TN 03-2013",35.211334,-89.936395,0,8,2013,0,7.50112994350282,"TN",32543100,21.22,110.36,1,0,NA,0,0
"ND 16-2013",48.27663,-102.07417,1800,8,2013,0.3,0,"ND",32544900,11.34,48.18,1,0,NA,5.53082049722076e-05,0.444789293427497
"PA 23-2013",41.18346,-79.02801,0,9,2013,0.05,2.15892857142857,"PA",32535900,9.03,56.27,0,1,NA,0,0
"ND 23-2013",48.616893,-97.950105,900,7,2013,0.3,0,"ND",32521500,12.72,66.71,0,0,NA,2.767400027674e-05,0.222394646713748
"IA 06-2013",42.416751,-91.300138,0,8,2013,0,1.97727272727273,"IA",32535900,14.36,53.37,1,0,NA,0,0
"TX 16-2013",29.046476,-98.963493,0,12,2013,0.9,0,"TX",32538600,4.58,16.2,0,0,NA,0,0
"MI 15-2013",43.23832,-82.75871,0,10,2013,0,8.03012912482066,"MI",26752500,4.15,57.72,0,0,NA,0,0
"AL 16-2013",34.74507,-87.04082,0,9,2013,0,15.4476301930954,"AL",32534100,16.88,88.5,0,1,NA,0,0
"MI 18-2013",41.96568,-86.24718,0,10,2013,0.1,7.619140625,"MI",32032800,5.63,137.16,0,0,NA,0,0
"IA 08-2012",41.06594,-95.765442,0,6,2013,0,0.21770833,"IA",32485981.3457031,15,121.0443,0,0,NA,0,0
"MI 03-2013",43.57518,-83.15364,0,10,2013,0.3,1.15408608858391,"MI",32540400,4.07,69.07,0,0,NA,0,0
"TN 10-2012",35.01402,-89.623596,0,4,2013,2.25,0.66518253,"TN",32472390.9071655,8,185,0,0,NA,0,0
"ND 19-2013",46.850046,-97.950096,0,7,2013,0.6,0.501501501501501,"ND",32535900,14.04,18.99,0,0,NA,0,0
"TN 21-2012",36.05647,-84.254799,0,3,2013,0.30000001,1.8359282,"TN",32463676.0625,0,139.08504,0,0,NA,0,0
"WI 16-2013",43.034141,-88.624504,0,9,2013,0.1,0.90282131661442,"WI",32519700,10.67,60.87,0,1,NA,0,0
"MD 22-2012",39.70994,-76.666733,0,6,2013,0,1.8412452,"MD",32465126.0830078,16,143.50829,0,0,NA,0,0
"IN 19-2012",40.4046,-86.928268,0,5,2013,0,0,"IN",32489043.75,11.542467,83.929108,0,0,NA,0,0
"MI 06-2013",43.34296,-84.15137,0,10,2013,0.8,8.3034379671151,"MI",32526900,4.68,55.78,0,0,NA,0,0
"NY 22-2013",43.348713,-73.36697,0,9,2013,0.05,9.86,"NY",32522400,8,95.02,0,1,NA,0,0
"WI 04-2013",42.87441,-88.04765,0,9,2013,0,4.19125683060109,"WI",32539500,10.4,52.06,0,1,NA,0,0
"TN 15-2013",36.031942,-85.030893,0,8,2013,0,0.955078125,"TN",32532300,17.09,238.33,1,0,NA,0,0
"IL 14-2013",39.84222,-89.40522,0,7,2013,0,7.53846153846154,"IL",32527800,17.55,58.1,0,0,NA,0,0
"PA 02-2013",40.58834,-75.3486,0,8,2013,0,0.965874730021598,"PA",32539500,16.09,149.18,1,0,NA,0,0
"GA 19-2013",31.65947,-82.01546,0,9,2013,0.15,2.75468483816014,"GA",32546700,19.31,57.35,0,1,NA,0,0
"TX 17-2012",31.41859,-94.161697,0,5,2013,0.44999999,4.5342774,"TX",32473544.125,10,115,0,0,NA,0,0
"WI 11-2013",42.92604,-88.32709,0,9,2013,0,0.33264887063655,"WI",29470500,10.57,58.63,0,1,NA,0,0
"WI 11-2012",42.96023,-88.161392,0,4,2013,0.050000001,0.72693729,"WI",32464928.5039062,1,188.05952,0,0,NA,0,0
"MI 08-2013",42.80476,-83.84864,900,9,2013,0,12.9193628670981,"MI",32540400,10.02,29.36,0,1,NA,2.76579267618099e-05,0.222394646713748
"AR 21-2013",35.48857,-91.34102,0,9,2013,0,4.24370594159114,"AR",32535000,17.45,51.27,0,1,NA,0,0
"MT 15-2013",48.5589,-109.29504,0,6,2013,1.1,0.512372634643377,"MT",32528700,9.91,127,0,0,NA,0,0
"NJ 22-2013",39.25977,-74.72555,0,9,2013,0.3,26.7518593644354,"NJ",32530500,12.72,59.81,0,1,NA,0,0
"SD 16-2013",45.82787,-103.02777,63000,9,2013,0.3,3.85987958401751,"SD",32539500,9.86,66.68,0,1,NA,0.00193610842207164,15.5676252699624
"FL 01-2013",30.43219,-87.29822,0,9,2013,0.296381578947368,5.92763157894737,"FL",32533200,22.32,139.99,0,1,NA,0,0
"TX 08-2013",26.30178,-97.82156,2700,10,2013,0,4.32348020078081,"TX",32528700,19.21,20.94,0,0,NA,8.30036244916028e-05,0.667183940141245
"MT 17-2013",48.39043,-108.22675,0,6,2013,0,0,"MT",32527800,10.35,121.49,0,0,NA,0,0
"IL 03-2013",42.40667,-88.10324,0,7,2013,0.35,0.989761092150171,"IL",32535000,15.74,51.79,0,0,NA,0,0
"WI 20-2013",44.502673,-89.246174,0,9,2013,0.2,12.4340175953079,"WI",32529600,8.4,53.52,0,1,NA,0,0
"MN 15-2012",45.71422,-94.292938,1800,6,2013,0.30000001,0.20336787,"MN",32474822.9794922,12,160.34547,0,0,NA,5.54275538664737e-05,0.444789293427497
"MN 11-2013",44.758558,-93.4505,0,9,2013,0.65,9.12540192926045,"MN",32528700,12.39,39,0,1,NA,0,0
"WI 19-2013",43.11732,-89.59198,0,9,2013,0,1.86175115207373,"WI",32539500,11.05,63.35,0,1,NA,0,0
"AL 24-2013",34.30247,-86.75352,0,10,2013,0,8.95616171456405,"AL",32532300,9.54,24.15,0,0,NA,0,0
"NY 14-2013",42.860085,-74.2122537,19800,7,2013,0.3,0.407239819004525,"NY",32533200,17.12,120.57,0,0,NA,0.000608609051676441,4.89268222770247
"AL 18-2013",33.39851,-86.68517,0,10,2013,0,18.6091370558376,"AL",32536800,12.66,55.69,0,0,NA,0,0
"WI 22-2013",43.16709,-89.79098,0,10,2013,0,0.703448275862069,"WI",28915200,3.61,37.76,0,0,NA,0,0
"MT 22-2013",45.656589,-109.24833,0,6,2013,4.25,0,"MT",32537700,8.61,45.7,0,0,NA,0,0
"MN 08-2013",45.98787,-95.39362,0,10,2013,0,5.12673056443025,"MN",32533200,2.63,107.36,0,0,NA,0,0
"MN 10-2012",45.23889,-93.369919,0,5,2013,0.69999999,0.89139634,"MN",32472341.28125,7,211.8723,0,0,NA,0,0
"CA 21-2012",37.11282,-120.32937,0,1,2013,0,1.7556651,"CA",32490360.0546875,2,102.03224,0,0,NA,0,0
"PA 17-2012",41.33371,-77.042801,0,6,2013,6.5,4.589582,"PA",32474393.5361328,7,87,0,0,NA,0,0
"IA 07-2013",42.858055,-90.083055,0,7,2013,0.1,0.684873949579832,"IA",25073100,15.74,53.86,0,0,NA,0,0
"LA 14-2012",32.43341,-93.600212,0,3,2013,0.60000002,1.4927769,"LA",32490556.515625,4,88.247612,0,0,NA,0,0
"ND 08-2013",47.6176,-100.1538,727200,7,2013,1.1,0,"ND",32526900,14.09,32.34,0,0,NA,0.0223568799977864,179.694874544709
"AR 20-2013",34.844099,-92.17388,0,9,2013,0,5.96078431372549,"AR",32528700,18.17,78.12,0,1,NA,0,0
"MN 16-2013",43.815,-91.521111,0,10,2013,0,7.5186799501868,"MN",32521500,4.3,102.54,0,0,NA,0,0
"MD 14-2012",38.40117,-76.827263,0,4,2013,9.3999996,0,"MD",32472154.8671875,6,98.377159,0,0,NA,0,0
"CA 26-2012",40.3026,-122.38943,0,2,2013,2.25,0.071630009,"CA",32495931.7880859,0,25.012787,0,0,NA,0,0
"TN 02-2012",36.4169,-86.305527,0,5,2013,0.2,0.96083552,"TN",32487533.8939209,12,118.97644,0,0,NA,0,0
"MT 20-2013",45.78302,-108.68805,900,6,2013,0.65,0,"MT",32532300,10,50.37,0,0,NA,2.76648131241873e-05,0.222394646713748
"UT 10-2013",41.311,-111.84005,0,9,2013,0,9.38005390835579,"UT",32526900,9.19,64.65,0,1,NA,0,0
"IN 17-2013",38.2657,-85.957563,0,9,2013,0,0,"IN",32526900,14.82,99.11,0,1,NA,0,0
"OK 04-2012",34.68881,-96.05098,0,4,2013,0,2.0026774,"OK",32472966.5546875,7,128,0,0,NA,0,0
"CA 17-2012",36.72798,-120.60246,0,1,2013,0.2,0,"CA",32459467.640625,2,12,0,0,NA,0,0
"MT 08-2013",47.56837,-104.27733,0,5,2013,0.1,0,"MT",32534100,5.45,93.4899,0,0,NA,0,0
"MN 24-2012",48.84086,-95.875603,80021.34375,6,2013,0.75,0.15481171,"MN",32473747.6088867,4,123.99999,0,0,NA,0.0024641856774209,19.7736871920452
"MT 05-2013",47.50133,-112.37253,0,5,2013,0.75,0.945945945945946,"MT",32537700,5.98,124.04,0,0,NA,0,0
"IA 12-2013",43.07252,-93.43963,0,11,2013,0.1,0,"IA",32539500,-6.08,36.68,0,0,NA,0,0
"NY 21-2013",42.538772,-75.24431,0,7,2013,0.45,2.34251968503937,"NY",32528700,15.9,151.17,0,0,NA,0,0
"SD 21-2013",44.75642,-103.90353,0,9,2013,0,5.7490494296578,"SD",32542200,10.52,40.04,0,1,NA,0,0
"IN 18-2012",40.44274,-86.948929,0,5,2013,0,0.71021992,"IN",32489769.6162109,11.280142,87.068588,0,0,NA,0,0
"MN 8-2012",45.98561,-92.740593,0,6,2013,3.1500001,2.8976035,"MN",32471682.1269531,5,85.269661,0,0,NA,0,0
"UT 12-2013",40.64303,-111.893,0,9,2013,0,5.56744775174161,"UT",31067100,15.07,39.86,0,1,NA,0,0
"FL 03-2013",30.913375,-85.542109,0,9,2013,0.08265306122449,1.6530612244898,"FL",32527800,20.42,127.59,0,1,NA,0,0
"FL 18-2013",28.450188,-81.966787,0,12,2013,4.2,3.97435897435897,"FL",32527800,11.82,18.26,0,0,NA,0,0
"VA 06-2013",36.6297,-76.7364,0,10,2013,0.2,19.4078078078078,"VA",32531400,11.4,126.83,0,0,NA,0,0
"OK 09-2012",36.13994,-96.891258,0,6,2013,0,2.8370073,"OK",32472780.03125,12,176,0,0,NA,0,0
"UT 05-2013",41.96649,-111.97738,0,9,2013,0.05,1.14209726443769,"UT",32536800,9.77,53.36,0,1,NA,0,0
"SD 23-2013",44.64308,-103.42628,48600,9,2013,0,2.26198547215496,"SD",32530500,10.52,43.28,0,1,NA,0.00149398257020335,12.0093109225424
"MT 21-2013",45.64392,-108.73398,0,6,2013,0.85,0,"MT",32539500,9.76,43.72,0,0,NA,0,0
"TN 19-2013",36.425717,-82.258719,0,8,2013,0,6.42830797602582,"TN",32527800,17.03,246.9,1,0,NA,0,0
"IA 06-2012",41.81757,-93.366318,0,6,2013,0.44999999,0,"IA",32474850.7929688,9,238.33807,0,0,NA,0,0
"OK 07-2012",33.97561,-94.818871,0,4,2013,2,0.23190933,"OK",32470277.03125,7,86.926468,0,0,NA,0,0
"NY 01-2013",43.313357,-78.575124,0,8,2013,0.15,0.900818926296633,"NY",32529600,15.26,84.76,1,0,NA,0,0
"ND 02-2013",47.8329,-98.79086,900,7,2013,0,1.05646630236794,"ND",32533200,14.12,36.75,0,0,NA,2.76640478034746e-05,0.222394646713748
"MT 10-2013",48.08393,-105.55335,0,5,2013,0.5,0,"MT",32538600,5.15,64.95,0,0,NA,0,0
"ND 13-2013",48.71992,-102.062,314100,8,2013,0,8.35820895522388,"ND",32541300,11.97,39.99,1,0,NA,0.00965234947589678,77.6157317030982
"WI 23-2013",43.296949,-88.853885,0,10,2013,2,5.75301204819277,"WI",32543100,3.72,50.26,0,0,NA,0,0
"UT 14-2012",40.75974,-111.85804,0,5,2013,3.0999999,4.6560512,"UT",32500285.0078125,8.4079514,50.264458,0,0,NA,0,0
"NY 13-2013",43.222034,-73.558452,0,8,2013,3,2.38095238095238,"NY",32526900,13.12,147.27,1,0,NA,0,0
"UT 04-2013",41.70214,-111.9656,0,9,2013,0.6,5.79717813051146,"UT",30561300,10.02,48.47,0,1,NA,0,0
"MT 04-2013",47.80043,-112.19556,0,5,2013,1.35,0,"MT",32537700,5.09,177,0,0,NA,0,0
"IL 19-2013",37.78216,-88.85068,0,9,2013,0,4.59220779220779,"IL",32536800,14.7,26.65,0,1,NA,0,0
"VA 18-2013",38.5893,-78.4771,0,10,2013,0,8.34140061791967,"VA",28637100,8.08,119.31,0,0,NA,0,0
"UT 06-2013",41.75425,-111.86405,0,9,2013,0,3.01112484548826,"UT",32536800,9.94,49.87,0,1,NA,0,0
"TX 23-2012",31.47595,-106.15517,0,6,2013,0,0.2580311,"TX",32207507.6464844,13,4,0,0,NA,0,0
"MN 20-2012",44.00753,-94.749229,900,6,2013,0,0,"MN",32475229.7509766,12,138,0,0,NA,2.77134298017687e-05,0.222394646713748
"NJ 10-2013",40.56394,-74.5696,0,9,2013,0.35,1.96328437917223,"NJ",32535000,10.58,55.7,0,1,NA,0,0
"GA 21-2013",30.4938,-83.3804,0,8,2013,0,1.31878658861096,"GA",31977900,22.43,209.18,1,0,NA,0,0
"MT 13-2013",45.91112,-111.49934,0,5,2013,2.75,0,"MT",32540400,5.15,64.96,0,0,NA,0,0
